"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Ethnicity"	"Ethnicity Code"	Count	Population	Crude Rate
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	23	15937222	0.14
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	215	106235065	0.20
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	27	16910792	0.16
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	125	103781807	0.12
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	43	14657560	0.29
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	23	12315825	0.19
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	262	101619711	0.26
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	31	13557258	0.23
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	151	91952736	0.16
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	49	11368986	0.43
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	20	9028052	0.22
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	303	88477215	0.34
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	30	10362896	0.29
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	182	76721518	0.24
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	37	8330302	0.44
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	286	72111393	0.40
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	21	7993587	0.26
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	17	5620038	0.30
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	168	62388288	0.27
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	52	6064769	0.86
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	27	4628825	0.58
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	319	56303271	0.57
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	209	53818621	0.39
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	28	4426405	0.63
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	310	45336062	0.68
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	24	4993203	0.48
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	214	48040457	0.45
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	22	3061403	0.72
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	18	2380917	0.76
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	265	36240169	0.73
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	193	39095815	0.49
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	188	25122990	0.75
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	185	39901315	0.46
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	158	18102317	0.87
"---"
"Dataset: United States Cancer Statistics, 1999-2012 Incidence"
"Query Parameters:"
"Title: Cancer_data"
"Age Group: All"
"Cancer Sites: Respiratory System, Nose, Nasal Cavity and Middle Ear, Larynx, Lung and Bronchus, Pleura, Trachea, Mediastinum and"
"Other Respiratory Organs"
"Ethnicity: All"
"Race: All"
"Regions: All"
"Sex: All"
"Year: All, 1999 to 2012"
"Group By: Cancer Sites, Age Group, Sex, Race, Ethnicity"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2012.html for more information."
"---"
"Query Date: Dec 14, 2015 10:51:03 AM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2012 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2015. Accessed at"
"http://wonder.cdc.gov/cancer-v2012.html on Dec 14, 2015 10:51:03 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Count are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. Age-adjusted rates are not available when results are grouped by age."
"3. Data are suppressed if fewer than 16 cases are reported in the specific category. Data for the ""Asian / Pacific Islander"","
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan"
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and"
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Illinois, Kansas,"
"Kentucky, New Jersey, New York, and South Carolina; 2) Asian or Pacific Islander data are suppressed at the state level for"
"Delaware, Illinois, Kansas, Kentucky, and South Carolina; 3) Hispanic data are supressed at the state level for Delaware,"
"Kentucky, Massachusetts, Pennsylvania, and South Carolina. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2012.html#Confidentiality."
"4. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria."
"5. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
"6. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
